Summeringsnivå 1;Summeringsnivå 2;Summeringsnivå 3;Arbetsplatskod;Arbetsplatsens namn
SU;SU Stängda;Stängda;14011306090;SU, Kirurgi MS
SU;SU Stängda;Stängda;1401135685;SU, Carema ortopedi
SU;SU Stängda;Stängda;14011903271;SU, Klinisk näringslära, dietister
SU;SU Stängda;Stängda;14011906330;SU, Kirurgi Akut SS
SU;SU Stängda;Stängda;14011907102;SU,  Ortopedi SS
SU;SU Stängda;Stängda;1401191936;SU, Onkologisk kirurgi
SU;SU Stängda;Stängda;1401192484;SU, Kirurgi avd 31
SU;SU Stängda;Stängda;1401197446;SU, Medicin SS CFR-studie
SU;SU Stängda;Stängda;1401226218;SU, Rökavvänjning
SU;SU Stängda;Stängda;14012299500;SU, Gemensam, administrativ kod
SU;SU Stängda;Stängda;14100000001;SU/Neuro Ögon ÖNH, ospec
SU;SU Stängda;Stängda;14100000002;SU/Hud Plastik Reuma, ospec
SU;SU Stängda;Stängda;14101000005;SU, Stödkod, barn
SU;SU Stängda;Stängda;14101000006;SU/Hjärta Thorax, ospecificerad
SU;SU Stängda;Stängda;14101000007;SU, Stödkod, SUBAS
SU;SU Stängda;Stängda;14101000008;SU, Stödkod, SU/okänd tillhörighet
SU;SU Stängda;Stängda;1410861228;SU, Div H obstetrisk öppenvård
SU;SU Stängda;Stängda;1411407102;SU, Ortopedi ÖS
SU;SU Stängda;Stängda;1411907314;SU, Yrkesortopedi, SS
SU;SU Övrigt;Övriga;14010200000;SU, Dietister Östra/Mölndal
SU;SU Övrigt;Övriga;14010597740;SU,Enhet för CancerRehab
SU;SU Övrigt;Övriga;14010700000;SU, område Drottning Silvia, dietis
SU;SU Övrigt;Övriga;14010760670;SU, Chefläkarfunktionen
SU;SU Övrigt;Övriga;14011100000;SU, Dietister ÖNH
SU;SU Övrigt;Övriga;14011300000;SU, Dietister GLAS
SU;SU Övrigt;Övriga;14011400000;SU, Dietister Sahlgrenska övrigt
SU;SU Övrigt;Övriga;14011700000;SU, Dietister onkologi
SU;SU Övrigt;Övriga;14011900000;SU, Sahlgrenska, dietister
SU;SU Övrigt;Övriga;14011903280;SU, Klinisk farmakologi SS
SU;SU Övrigt;Övriga;1401198831;SU, Medicin Sahlgrenska CTC
SÄS;Ledning och gemensamt;hjälpmedel;14151569561;SÄS, Dietistfunktionen Borås och Sk
SÄS;Ledning och gemensamt;Sjukhusledning;14151534510;SÄS,Förvaltningsledningen
SÄS;Medicinsk service;Akutvårdscentral;14151537234;SÄS, Akutvårdscentralen Borås
SÄS;Medicinsk service;Ambulanssjukvården i södra Älv;14151536200;SÄS,Ambulanssjukvården
SÄS;Medicinsk service;Enhet för Bild och funk.diagno;14151550056;SÄS, Enhet för Bild och funk.diagno
SÄS;Medicinsk service;Labmedicin och Vårdhygien;14151535021;SÄS,Laboratorium för klinisk kemi o
SÄS;Medicinsk service;Labmedicin och Vårdhygien;14151535030;SÄS,Laboratorium för klinisk mikrob
SÄS;Medicinsk service;Labmedicin och Vårdhygien;14151550086;SÄS,Laboratorium för klinisk patolo
SÄS;Medicinsk service;Vårdhygien;14151534200;SÄS, Vårdhygien Borås
SÄS;Medicinska specialiteter;Hjärtlungklinik;14151550041;SÄS,Hjärtlungklinik Hjärtläkare
SÄS;Medicinska specialiteter;Hjärtlungklinik;14151550042;SÄS, Hjärtlungklinik Lungläkare
SÄS;Medicinska specialiteter;Klinik Hud, Inf, Vårdh, Önh;14151551360;SÄS, Enhet för öron-näs-hals
SÄS;Medicinska specialiteter;Klinik Hud, Inf, Vårdh, Önh;14151551370;Enhet för Hud/STD
SÄS;Medicinska specialiteter;Klinik Hud, Inf, Vårdh, Önh;14151553442;SÄS, Enheten för infektion och vård
SÄS;Medicinska specialiteter;Medicinklinik, Borås;14151550000;SÄS,Medicinkliniken Borås
SÄS;Medicinska specialiteter;Medicinklinik, Borås;14151550040;SÄS,Medicinakutkliniken Borås
SÄS;Medicinska specialiteter;Rehabiliteringsklinik;14151553415;SÄS, Rehabiliteringskliniken Borås
SÄS;Medicinska specialiteter;Rehabiliteringsklinik;14151553416;SÄS, Rehab, Neruologi och geriatrik
SÄS;Opererande specialiteter;Anestesiklinik;14151550051;SÄS, Anestesikliniken Borås
SÄS;Opererande specialiteter;Barn och ungdomsklinik;14151550080;SÄS,Barn- och ungdomskliniken
SÄS;Opererande specialiteter;Barn och ungdomsklinik;14151553482;SÄS, Barn- och ungdomsmedicin Aling
SÄS;Opererande specialiteter;Barn och ungdomsklinik;14151553483;SÄS, Barn- och ungdomsmedicin Lerum
SÄS;Opererande specialiteter;Barn och ungdomsklinik;14151553484;SÄS, Barn- och ungdomsmedicin Skene
SÄS;Opererande specialiteter;Barn och ungdomsklinik;14151553485;SÄS, Barn- och ungdomsmedicin Ulric
SÄS;Opererande specialiteter;Barn och ungdomsklinik;14151553486;SÄS, Barn- och ungdomsmedicin Viska
SÄS;Opererande specialiteter;Kirurgklinik, Borås/Skene;14151550053;SÄS, Kirurgkliniken, Borås
SÄS;Opererande specialiteter;Kirurgklinik, Borås/Skene;14151550089;SÄS,Kirurgkliniken Borås/Skene
SÄS;Opererande specialiteter;Kvinnoklinik;14151550045;SÄS, Kvinnoklinik läkarenhet Pris
SÄS;Opererande specialiteter;Kvinnoklinik;14151550082;SÄS,Kvinnokliniken
SÄS;Opererande specialiteter;Onkologklinik;14151551311;SÄS, Onkologmottagningen
SÄS;Opererande specialiteter;Ortopedklinik, Borås/Skene;14151550054;SÄS, Ortopedkliniken Borås
SÄS;Opererande specialiteter;Ortopedklinik, Borås/Skene;14151550090;SÄS,Ortopedkliniken Skene
SÄS;Opererande specialiteter;Ögonklinik;14151550052;SÄS, Ögonkliniken Borås
SÄS;Psykiatri;BUP;14151550081;SÄS,Barn- och ungdomspsykiatriska k
SÄS;Psykiatri;SÄS VUP 1;14151551061;SÄS Vuxenpsykiatriska kliniken 1
SÄS;Psykiatri;SÄS VUP 2;14151551062;SÄS Vuxenpsykiatriska kliniken 2
SÄS;Utgångna;Akutvårdscentral;14151537230;SÄS,Akutvårdscentralen Borås
SÄS;Utgångna;Hud/STD-klinik;14151550075;SÄS,Hudkliniken Borås
SÄS;Utgångna;Infektionsklinik;14151550076;SÄS,Infektionskliniken Borås
SÄS;Utgångna;Kvinnoklinik;1453780;SÄS, Gynekologi- och kirurgvårdavde
SÄS;Utgångna;Käkkirurgklinik;1415185890;SÄS,Oralkirurgi
SÄS;Utgångna;Käkkirurgklinik;14151858900;SÄS,Oralkirurgi
SÄS;Utgångna;Medicinklinik, Skene;14151550087;SÄS,Medicinkliniken Skene
SÄS;Utgångna;Parodontologiklinik;14151558920;SÄS,Parodontologi
SÄS;Utgångna;Protetikklinik;14151553780;SÄS, Gynekologi o kirurgvårdavdelni
SÄS;Utgångna;Rehabiliteringsklinik;14151550070;SÄS,Rehabiliteringskliniken Borås
SÄS;Utgångna;Röntgenklinik;14151535100;SÄS, Sjukhusfysik Borås
SÄS;Utgångna;Röntgenklinik;14151537060;SÄS,Röntgenkliniken Borås
SÄS;Utgångna;Sjukhusgemensamma kostnader;14151534533;SÄS,AT-läkare, SÄS
SÄS;Utgångna;Sjukhustandvård;14151858930;SÄS,Sjukhustandv Alingsås
SÄS;Utgångna;Sjukhustandvård;14152654453;SÄS,Sjukhustandv A-ås
SÄS;Utgångna;Öron-näs-halsklinik;14151550078;SÄS,Öronkliniken Borås
TV Göteborg;Folktandvården Gbg;Akuttandvården;143831910;Akuttandvården
TV Göteborg;Folktandvården Gbg;Allmäntandvården;143831090;Allmäntandvården, Ftv, Gbg
TV Göteborg;Folktandvården Gbg;Specialisttandvården;143831150;Sjukhustandvården
TV Göteborg;Folktandvården Gbg;Specialisttandvården;143832100;Brånemarkkliniken, Odontologen
TV Göteborg;Folktandvården Gbg;Specialisttandvården;143832430;Oral medicin, Odontologen
TV Göteborg;Folktandvården Gbg;Specialisttandvården;143832450;Oral medicin, Östra
TV Göteborg;Folktandvården Gbg;Specialisttandvården;143832500;Parodontologi, Odontologen
TV Göteborg;Folktandvården Gbg;Specialisttandvården;143833000;Pedodonti, Spec tandv Gbg
TV Göteborg;Folktandvården Gbg;Specialisttandvården;143833110;Endodonti, Odontologen
TV Göteborg;Folktandvården Gbg;Specialisttandvården;143833200;Studentkliniken, Odontologen
TV Göteborg;Folktandvården Gbg;Specialisttandvården;143833250;Bettfysiologi, Odontologen
TV Göteborg;Folktandvården Gbg;Specialisttandvården;143833300;Käkkirurgi, Odontologen
TV Göteborg;Folktandvården Gbg;Specialisttandvården;143833610;Ortodonti, Käkortopedi, Odontologen
TV Göteborg;Folktandvården Gbg;Specialisttandvården;143836900;Övrig Specialisttandvård, Odontolog
VG Primärvård;Achima Care AB, p401;Norra HSN 21;14610200;Capio Läkarhus Hjortmossen
VG Primärvård;Alingsås familjeläkare AB, p403;Västra HSN 22;14630200;Nötkärnan Sävelången Familjeläkare
VG Primärvård;Alingsås jour, p446;Västra HSN 22;14671700;Alingsås jourcentral
VG Primärvård;Allemanshälsan Aleroz AB, 404;Göteborg HSN 23;14620400;Allemanshälsans Vårdcentral- Grimme
VG Primärvård;Allemanshälsan Aleroz AB, 404;Göteborg HSN 23;14620500;Allemanshälsans vårdcentral Landala
VG Primärvård;Allemanshälsan Aleroz AB, 404;Västra HSN 22;14615000;Adina Hälsans Vårdcentral Nol
VG Primärvård;Allemanshälsan Aleroz AB, 404;Västra HSN 22;14635000;Allemanshälsans vårdcentral Jungfru
VG Primärvård;Allemanshälsan Aleroz AB, 404;Västra HSN 22;14635100;Adina Hälsans Vårdcentral Sävedalen
VG Primärvård;Allemanshälsan Aleroz AB, 404;Östra HSN 25;14650000;Allemanshälsans vårdcentral Lunden
VG Primärvård;Almö Läkarhus;Västra HSN 22;14617100;Capio Läkarhus Almö
VG Primärvård;Backa Läkarhus AB, p406;Göteborg HSN 23;14655200;Capio Läkarhus Torslanda
VG Primärvård;Backa Läkarhus AB, p406;Göteborg HSN 23;14655300;Capio Läkarhus Kvillebäcken
VG Primärvård;Backa Läkarhus AB, p406;Göteborg HSN 23;14655400;Capio Läkarhus Selma
VG Primärvård;Backa Läkarhus AB, p406;Norra HSN 21;14600000;Capio Läkarhus Lysekil
VG Primärvård;Backa Läkarhus AB, p406;Norra HSN 21;14601500;Capio Vårdcentral Strömstad
VG Primärvård;Backa Läkarhus AB, p406;Västra HSN 22;14612400;Capio Läkarhus Lödöse
VG Primärvård;Backa Läkarhus AB, p406;Västra HSN 22;14615100;Capio Läkarhus Stenungsund
VG Primärvård;Balderskliniken, p407;Norra HSN 21;14605000;Balderkliniken
VG Primärvård;Bergsjöns nya vårdcentral, p408;Göteborg HSN 23;14660600;Nötkärnan Bergsjön Vårdcentral och
VG Primärvård;Borås jour, p446;Södra HSN 24;14671500;Borås jourcentral
VG Primärvård;Bräcke Diakoni, p409;Västra HSN 22;14630000;Bräcke Diakoni Vårdcentralen Centru
VG Primärvård;Bräcke Diakoni, p409;Östra HSN 25;14645000;Vårdcentralen Kurhälsan
VG Primärvård;Bräcke Diakoni, p409;Östra HSN 25;14645100;Vårdcentralen Vilan
VG Primärvård;Bräcke Diakoni, p409;Östra HSN 25;14646600;Bräcke diakoni Vårdcentralen Malmen
VG Primärvård;Capio Närsjukvård AB, p410;Göteborg HSN 23;14620700;Capio Vårdcentral Gårda
VG Primärvård;Capio Närsjukvård AB, p410;Göteborg HSN 23;14620800;Capio Vårdcentral Billdal
VG Primärvård;Capio Närsjukvård AB, p410;Göteborg HSN 23;14620900;Capio Vårdcentral Axess
VG Primärvård;Capio Närsjukvård AB, p410;Göteborg HSN 23;14655500;Capio Vårdcentral Amhult
VG Primärvård;Capio Närsjukvård AB, p410;Göteborg HSN 23;14655600;Capio Vårdcentral Lundby
VG Primärvård;Capio Närsjukvård AB, p410;Norra HSN 21;14600300;Capio Vårdcentral Orust
VG Primärvård;Capio Närsjukvård AB, p410;Västra HSN 22;14635200;Capio Vårdcentral Mölndal
VG Primärvård;Capio Närsjukvård AB, p410;Västra HSN 22;14635400;Capio Vårdcentral Sävedalen
VG Primärvård;Capio Närsjukvård AB, p410;Östra HSN 25;14645200;Capio vårdcentral Grästorp
VG Primärvård;Care AB Angered Care Vårdcentral;Göteborg HSN 23;14661700;Angered Care Vårdcentral
VG Primärvård;Carema primärvård AB, p411;Norra HSN 21;14610300;Achima Care Uddevalla vårdcentral
VG Primärvård;Centrumakuten, p446;Göteborg HSN 23;14670800;Kungshöjd jourcentral
VG Primärvård;Cityläkarna Borås AB;Södra HSN 24;14642400;Cityläkarna Borås
VG Primärvård;Crama, Crama vårdcentral;Västra HSN 22;14637000;Crama Vårdcentral
VG Primärvård;Din klinik AB, p412;Göteborg HSN 23;14622000;Din Klinik
VG Primärvård;Din Vårdcentral i Lerum;Södra HSN 24;14631200;Din Vårdcentral i Lerum
VG Primärvård;Ekenhälsan AB, p413;Västra HSN 22;14635500;Ekenhälsan
VG Primärvård;Familjehälsan Väst AB, p414;Göteborg HSN 23;14661500;Familjehälsan Vårdcentral
VG Primärvård;Hisingens Nya Vårdcentral AB, p416;Göteborg HSN 23;14655700;Nötkärnan Friskväderstorget Vårdcen
VG Primärvård;Hisingsakuten, p446;Göteborg HSN 23;14670700;Hisingen jourcentral
VG Primärvård;Hoheisel O_l AB, p417;Östra HSN 25;14645300;Bräcke Diakoni Vårdcentralen Centra
VG Primärvård;Hovås Askims Familjeläkare AB, p418;Göteborg HSN 23;14622100;Nötkärnan Hovås Askim Familjeläkare
VG Primärvård;Hälsans Hus Landvetter AB, p419;Västra HSN 22;14635700;Hälsans Hus Vårdcentral
VG Primärvård;Hälsocentralen i Hjo AB, p420;Östra HSN 25;14650100;Hälsocentralen
VG Primärvård;Hälsocentralen i Hjo AB, p420;Östra HSN 25;14651800;Hälsocentralen i Tibro
VG Primärvård;Hönö Vårdcentral AB, p421;Västra HSN 22;14615200;Hönö Vårdcentral
VG Primärvård;Jadel AB, p422;Göteborg HSN 23;14621100;Ugglans vårdcentral Fredriksdal
VG Primärvård;Jadel AB, p422;Göteborg HSN 23;14660100;Capio Läkarhus Angered
VG Primärvård;Jour Bäckefors nattp446;Norra HSN 21;14672500;Jour natt Bäckefors
VG Primärvård;Jour Bäckefors, p446;Norra HSN 21;14672400;Bäckefors jourcentral
VG Primärvård;Jour Capio Axess Akuten natt, p446;Göteborg HSN 23;14673800;Capio Axess Akuten Natt
VG Primärvård;Jour Falköping, p446;Östra HSN 25;14672300;Falköping jourcentral
VG Primärvård;Jour Gamlestadstorget, p446;Göteborg HSN 23;14660901;Jourcentralen Gamlestadstorget
VG Primärvård;Jour Gamlestadstorget, p446;Göteborg HSN 23;14670000;Gamlestadstorget jourcentral
VG Primärvård;Jour Gamlestadstorget, p446;Göteborg HSN 23;14760000;Jourcentralen Gamlestadstorget
VG Primärvård;Jour Hälsocentral Hjop446;Östra HSN 25;14671900;Jourcentral, Hälsocentralen i Hjo
VG Primärvård;Jour Hönö;Västra HSN 22;14671200;Jourcentral Hönö Vårdcentral
VG Primärvård;Jour Kungälv;Västra HSN 22;14671400;Kungälv jourcentral
VG Primärvård;Jour Lidköping, p446;Östra HSN 25;14672200;Lidköping jourcentral
VG Primärvård;Jour Lysekil natt, p446;Norra HSN 21;14672700;Jourcentral Lysekil natt
VG Primärvård;Jour Lysekil, p446;Norra HSN 21;14670600;Lysekil jourcentral
VG Primärvård;Jour Mariestad, p446;Östra HSN 25;14672000;Mariestad jourcentral
VG Primärvård;Jour Partille;Västra HSN 22;14671100;Närhälsan Partille jourcentral
VG Primärvård;Jour Skövde, p446;Östra HSN 25;14672100;Skövde jourcentral
VG Primärvård;Jour Stenungsund;Västra HSN 22;14670003;Stenungsund jourcentral
VG Primärvård;Jour Strömstad natt, p446;Norra HSN 21;14672600;Jour Strömstad natt
VG Primärvård;Jour Trollhättan, p446;Norra HSN 21;14672900;Trollhättan jourcentral
VG Primärvård;Jour Ulricehamn, p446;Södra HSN 24;14673000;Ulricehamn jourcentral
VG Primärvård;Jour Åby;Västra HSN 22;14671000;Primärvårdsakuten Mölndal
VG Primärvård;Jourcentral Capio Axessakut, p446;Göteborg HSN 23;14673100;Alléjouren
VG Primärvård;Jourverksamhet VGPV;Norra HSN 21;14674100;Jourcentral Capio Läkarhus Lysekil
VG Primärvård;Jourverksamhet VGPV;Norra HSN 21;14674200;Jourcentralen Balderkliniken
VG Primärvård;Jourverksamheten VG PV;Norra HSN 21;14674500;Strömstadsakuten Natt
VG Primärvård;Jourverksamheten VG PV;Norra HSN 21;14674600;Nattjour Strömstad
VG Primärvård;Jourverksamheten VG PV;Norra HSN 21;14675200;Närhälsan Uddevalla jourcentral
VG Primärvård;Jourverksamheten VG PV;Norra HSN 21;14675300;Närhälsan Tanumshede jourcentral
VG Primärvård;Järnhälsan KB, p423;Göteborg HSN 23;14621200;Järnhälsan
VG Primärvård;Kinnekullehälsan Privat AB, p424;Östra HSN 25;14645400;Unicare Vårdcentral Götene
VG Primärvård;Kinnekullehälsan Privat AB, p424;Östra HSN 25;14650200;Unicare Vårdcentral Mariestad
VG Primärvård;Kinnekullehälsan Privat AB, p424;Östra HSN 25;14650300;Unicare Vårdcentral Skövde
VG Primärvård;Kortedala Nya Vårdcentral AB, p425;Göteborg HSN 23;14660400;Nötkärnan Kortedala Vårdcentral och
VG Primärvård;Kronogården Vårdcentral;Norra HSN 21;14612300;Kronogården Vårdcentral
VG Primärvård;Kronogården Vårdcentral;Norra HSN 21;14675400;Kronogården Jourcentral
VG Primärvård;Kungsportsläkarna AB, p426;Göteborg HSN 23;14621300;Kungsportsläkarna
VG Primärvård;Kungsportsläkarna AB, p426;Göteborg HSN 23;14621400;Kvarterskliniken Lorensberg
VG Primärvård;Kungsportsläkarna AB, p426;Göteborg HSN 23;14621700;Kvarterskliniken Husaren
VG Primärvård;Kungsportsläkarna AB, p426;Norra HSN 21;14600400;Kvarterskliniken Tanum
VG Primärvård;Kållereds Familjeläkare AB, p427;Västra HSN 22;14636000;Nötkärnan Kållered Familjeläkare oc
VG Primärvård;Läkargruppen Mölndalsbro KB, p428;Västra HSN 22;14635800;Läkargruppen Mölndalsbro
VG Primärvård;Läkarhuset + 7 KB, p429;Göteborg HSN 23;14621800;Plus7 Vårdcentralen
VG Primärvård;Medpro Clinics AB, p433;Norra HSN 21;14610400;Medpro Clinic Stavre Vårdcentral
VG Primärvård;Medpro Clinics AB, p433;Västra HSN 22;14612200;Medpro Clinic Lilla Edet Vårdcentra
VG Primärvård;Medpro Clinics AB, p433;Västra HSN 22;14612500;Medpro Clinic Lödöse Vårdcentral
VG Primärvård;Medpro Clinics AB, p433;Västra HSN 22;14631100;Medpro Clinic Noltorp VC AB
VG Primärvård;MMCG Akutläkarna AB, p432;Norra HSN 21;14612100;Medpro Clinic Brålanda-Torpa Vårdce
VG Primärvård;MS Strand AB, p43270;Västra HSN 22;14635900;Rävlanda vårdcentral
VG Primärvård;Mölndals Familjeläkare AB, p434;Göteborg HSN 23;14622500;Nötkärnan Masthugget Familjeläkare
VG Primärvård;Nattjour Gamlestadstorget, p446;Göteborg HSN 23;14670001;Nattjour Gamlestadstorget
VG Primärvård;Närakut Uddevalla natt, p446;Norra HSN 21;14672800;Närakuten Uddevalla natt
VG Primärvård;Närakut Uddevalla, p446;Norra HSN 21;14670400;Närakuten Uddevalla Sjukhus
VG Primärvård;Praktikertjänst AB, p435;Göteborg HSN 23;14622700;Vårdcentralen Läkarhuset
VG Primärvård;Praktikertjänst AB, p435;Göteborg HSN 23;14622800;JohannesVården - Vårdcentral och BV
VG Primärvård;Praktikertjänst AB, p435;Norra HSN 21;14600600;Sotenäs Vårdcentral i Hunnebostrand
VG Primärvård;Praktikertjänst AB, p435;Norra HSN 21;14600700;Vårdcentralen Bohuslinden
VG Primärvård;Praktikertjänst AB, p435;Norra HSN 21;14610500;Maria Alberts Vårdcentral
VG Primärvård;Praktikertjänst AB, p435;Norra HSN 21;14610600;Vårdcentralen Silentzvägen
VG Primärvård;Praktikertjänst AB, p435;Norra HSN 21;14610700;Primapraktiken
VG Primärvård;Praktikertjänst AB, p435;Norra HSN 21;14610800;Vårdcentralen Nordstan
VG Primärvård;Praktikertjänst AB, p435;Södra HSN 24;14640100;Allékliniken Sleipner Vårdcentral
VG Primärvård;Praktikertjänst AB, p435;Södra HSN 24;14640200;Herkules Vårdcentral
VG Primärvård;Praktikertjänst AB, p435;Södra HSN 24;14640300;Brämhults Vårdcentral
VG Primärvård;Praktikertjänst AB, p435;Södra HSN 24;14642300;HälsoBrunnen - Vårdcentral
VG Primärvård;Praktikertjänst AB, p435;Södra HSN 24;14642700;Viskaforskliniken
VG Primärvård;Praktikertjänst AB, p435;Västra HSN 22;14615400;Nödinge Vårdcentral
VG Primärvård;Praktikertjänst AB, p435;Västra HSN 22;14615500;Vårdcentralen Kusten
VG Primärvård;Praktikertjänst AB, p435;Västra HSN 22;14615600;Centrumpraktiken
VG Primärvård;Praktikertjänst AB, p435;Västra HSN 22;14615700;Bohuspraktiken
VG Primärvård;Praktikertjänst AB, p435;Östra HSN 25;14646500;Hamnstadens Vårdcentral
VG Primärvård;Praktikertjänst AB, p435;Östra HSN 25;14650400;Vårdcentralen Centrum
VG Primärvård;PubMed AB;Göteborg HSN 23;14661800;Vårdcentralen Östra Göteborg
VG Primärvård;PV Fyrbodal, p436;Norra HSN 21;14600800;Närhälsan Munkedal vårdcentral
VG Primärvård;PV Fyrbodal, p436;Norra HSN 21;14600900;Närhälsan Kungshamn vårdcentral
VG Primärvård;PV Fyrbodal, p436;Norra HSN 21;14601000;Närhälsan Lysekil vårdcentral
VG Primärvård;PV Fyrbodal, p436;Norra HSN 21;14601100;Närhälsan Fjällbacka vårdcentral
VG Primärvård;PV Fyrbodal, p436;Norra HSN 21;14601200;Närhälsan Tanumshede vårdcentral
VG Primärvård;PV Fyrbodal, p436;Norra HSN 21;14601400;Närhälsan Brastad vårdcentral
VG Primärvård;PV Fyrbodal, p436;Norra HSN 21;14605100;Närhälsan Bäckefors vårdcentral
VG Primärvård;PV Fyrbodal, p436;Norra HSN 21;14605200;Närhälsan Färgelanda vårdcentral
VG Primärvård;PV Fyrbodal, p436;Norra HSN 21;14605300;Närhälsan Mellerud vårdcentral
VG Primärvård;PV Fyrbodal, p436;Norra HSN 21;14605400;Närhälsan Bengtsfors vårdcentral
VG Primärvård;PV Fyrbodal, p436;Norra HSN 21;14605500;Närhälsan Dals-Ed vårdcentral
VG Primärvård;PV Fyrbodal, p436;Norra HSN 21;14605600;Närhälsan Åmål vårdcentral
VG Primärvård;PV Fyrbodal, p436;Norra HSN 21;14610000;Närhälsan Ljungskile vårdcentral
VG Primärvård;PV Fyrbodal, p436;Norra HSN 21;14610900;Närhälsan Vänerparken vårdcentral
VG Primärvård;PV Fyrbodal, p436;Norra HSN 21;14611000;Närhälsan Sylte vårdcentral
VG Primärvård;PV Fyrbodal, p436;Norra HSN 21;14611300;Närhälsan Herrestad vårdcentral
VG Primärvård;PV Fyrbodal, p436;Norra HSN 21;14611400;Närhälsan Dalaberg vårdcentral
VG Primärvård;PV Fyrbodal, p436;Norra HSN 21;14611500;Närhälsan Vargön vårdcentral
VG Primärvård;PV Fyrbodal, p436;Norra HSN 21;14611600;Närhälsan Källstorp vårdcentral
VG Primärvård;PV Fyrbodal, p436;Norra HSN 21;14611700;Närhälsan Skogslyckan vårdcentral
VG Primärvård;PV Fyrbodal, p436;Norra HSN 21;14611800;Närhälsan Dagson vårdcentral
VG Primärvård;PV Göteborg, p437;Göteborg HSN 23;14622900;Närhälsan Askim vårdcentral
VG Primärvård;PV Göteborg, p437;Göteborg HSN 23;14623000;Närhälsan Styrsö vårdcentral
VG Primärvård;PV Göteborg, p437;Göteborg HSN 23;14623100;Närhälsan Masthugget vårdcentral
VG Primärvård;PV Göteborg, p437;Göteborg HSN 23;14623200;Närhälsan Gibraltargatan vårdcentra
VG Primärvård;PV Göteborg, p437;Göteborg HSN 23;14623300;Närhälsan Opaltorget vårdcentral
VG Primärvård;PV Göteborg, p437;Göteborg HSN 23;14623400;Närhälsan Kungshöjd vårdcentral
VG Primärvård;PV Göteborg, p437;Göteborg HSN 23;14623500;Närhälsan Kungssten vårdcentral
VG Primärvård;PV Göteborg, p437;Göteborg HSN 23;14623600;Närhälsan Högsbo vårdcentral
VG Primärvård;PV Göteborg, p437;Göteborg HSN 23;14623700;Närhälsan Frölunda vårdcentral
VG Primärvård;PV Göteborg, p437;Göteborg HSN 23;14623800;Närhälsan Majorna vårdcentral
VG Primärvård;PV Göteborg, p437;Göteborg HSN 23;14623900;Närhälsan Slottsskogen vårdcentral
VG Primärvård;PV Göteborg, p437;Göteborg HSN 23;14655900;Närhälsan Bjurslätt vårdcentral
VG Primärvård;PV Göteborg, p437;Göteborg HSN 23;14656000;Närhälsan Sannegården vårdcentral
VG Primärvård;PV Göteborg, p437;Göteborg HSN 23;14656100;Närhälsan Biskopsgården vårdcentral
VG Primärvård;PV Göteborg, p437;Göteborg HSN 23;14656200;Närhälsan Kärra vårdcentral
